d/t, 0.2m, 0.2025m, 0.205m, 0.2075m, 0.21m, 0.2125m, 0.215m, 0.2175m, 0.22m, 0.2225m, 0.225m, 0.2275m, 0.23m, 0.2325m, 0.235m, 0.2375m, 0.24m, 0.2425m, 0.245m, 0.2475m, 0.25m, 0.2525m, 0.255m, 0.2575m, 0.26m, 0.2625m, 0.265m, 0.2675m, 0.27m, 0.2725m, 0.275m, 0.2775m, 0.28m, 0.2825m, 0.285m, 0.2875m, 0.29m, 0.2925m, 0.295m, 0.2975m, 0.3m, 0.3025m, 0.305m, 0.3075m, 0.31m, 0.3125m, 0.315m, 0.3175m, 0.32m, 0.3225m, 0.325m, 0.3275m, 0.33m, 0.3325m, 0.335m, 0.3375m, 0.34m, 0.3425m, 0.345m, 0.3475m, 0.35m, 0.3525m, 0.355m, 0.3575m, 0.36m, 0.3625m, 0.365m, 0.3675m, 0.37m, 0.3725m, 0.375m, 0.3775m, 0.38m, 0.3825m, 0.385m, 0.3875m, 0.39m, 0.3925m, 0.395m, 0.3975m, 0.4m, 0.4025m, 0.405m, 0.4075m, 0.41m, 0.4125m, 0.415m, 0.4175m, 0.42m, 0.4225m, 0.425m, 0.4275m, 0.43m, 0.4325m, 0.435m, 0.4375m, 0.44m, 0.4425m, 0.445m, 0.4475m, 0.45m, 0.4525m, 0.455m, 0.4575m, 0.46m, 0.4625m, 0.465m, 0.4675m, 0.47m, 0.4725m, 0.475m, 0.4775m, 0.48m, 0.4825m, 0.485m, 0.4875m, 0.49m, 0.4925m, 0.495m, 0.4975m, 0.5m, 0.5025m, 0.505m, 0.5075m, 0.51m, 0.5125m, 0.515m, 0.5175m, 0.52m, 0.5225m, 0.525m, 0.5275m, 0.53m, 0.5325m, 0.535m, 0.5375m, 0.54m, 0.5425m, 0.545m, 0.5475m, 0.55m, 0.5525m, 0.555m, 0.5575m, 0.56m, 0.5625m, 0.565m, 0.5675m, 0.57m, 0.5725m, 0.575m, 0.5775m, 0.58m, 0.5825m, 0.585m, 0.5875m, 0.59m, 0.5925m, 0.595m, 0.5975m, 0.6m, 0.6025m, 0.605m, 0.6075m, 0.61m, 0.6125m, 0.615m, 0.6175m, 0.62m, 0.6225m, 0.625m, 0.6275m, 0.63m, 0.6325m, 0.635m, 0.6375m, 0.64m, 0.6425m, 0.645m, 0.6475m
112, 404.7839, 353.3058, 294.0425, 231.9052, 176.7824, 182.5705, 192.3798, 118.1059, 187.4913, 112.4011, 201.0995, 84.9706, 86.3134, 199.1381, 133.4541, 120.2206, 142.9475, 173.4013, 228.7116, 122.4827, 189.0026, 164.5752, 235.3041, 275.8007, 119.0798, 124.7878, 131.4876, 120.6027, 42.1545, 200.125, 156.8471, 77.1622, 139.646, 176.8191, 187.4487, 66.6108, 247.655, 197.2232, 85.1469, 141.8203, 133.0564, 38.3275, 91.0934, 198.1565, 109.6586, 103.2763, 74.1485, 93.0376, 87.9204, 78.1025, 92.3959, 179.7443, 148.0844, 99.7647, 45.1221, 155.2063, 142.4114, 90.8735, 148.4992, 228.3725, 177.3415, 151.2118, 159.2482, 116.0172, 125.9365, 119.5073, 107.2054, 92.8493, 109.0413, 78.7147, 146.6595, 76.531, 77.9872, 145.8904, 154.6383, 40.1622, 75.2396, 252.6757, 151.7959, 57.8705, 130.0615, 11.6619, 107.7079, 118.6002, 145.7258, 45.31, 132.5745, 69.029, 53.4603, 200.125, 167.72, 98.4886, 192.4812, 124.004, 89.4707, 99.0202, 102.8251, 84.4808, 185.4562, 57.0088, 123.3572, 83.9524, 87.2812, 95.0158, 37.2022, 6.3246, 15.2971, 39.8497, 138.0906, 61.8466, 95.8593, 79.925, 63.3246, 102.3914, 31.6228, 72.3464, 50.2195, 50.6063, 206.228, 40.8167, 41.3401, 129.6187, 65.2993, 82.0792, 17.4929, 141.7604, 5.6569, 51.3128, 114.0044, 47.2017, 73.9797, 87.5728, 142.0141, 46.2709, 130.0846, 151.4761, 98.0867, 110.44, 135.9154, 178.2723, 29.5466, 66.4831, 91.0824, 178.8994, 122.3193, 103.2327, 97.1854, 25.2982, 102.0784, 81.6884, 71.2531, 73.437, 153.7693, 105.3803, 146.5401, 76.3217, 39.1152, 160.7016, 18.3848, 108.2682, 19.9249, 121.1033, 18.4391, 126.1269, 100.2846, 71.0282, 47.927, 129.0039, 45.6508, 57.7235, 34.3657, 35.0143, 6.0828, 60.407, 110.6029, 10.7703, 55.8032, 102.3914, 65.8635, 74.7329
113, 424.0625, 380.1105, 351.5921, 184.8783, 199.5294, 206.3226, 113.8771, 179.7776, 188.2658, 139.1761, 151.9803, 253.6218, 83.0241, 54.1202, 151.4265, 102.6499, 55.5788, 172.4094, 135.9596, 80.0062, 180.2054, 117.4436, 157.2578, 22.4722, 149.1643, 124.6515, 145.8904, 87.6641, 112.641, 176.9802, 38.2753, 269.8333, 92.8009, 159.1006, 135.5065, 83.7437, 79.6241, 221.0566, 100.1249, 111.018, 150.9205, 179.2791, 100.0, 144.2671, 184.7918, 51.6236, 179.3014, 163.4411, 184.4587, 166.5893, 143.8089, 64.0703, 105.7592, 132.9662, 94.4934, 120.8801, 23.0217, 118.2709, 170.4875, 140.4279, 93.4933, 112.3788, 88.7299, 149.0939, 89.4707, 91.9239, 110.7881, 90.05, 204.0221, 127.4755, 125.5428, 155.4381, 124.8079, 176.3094, 145.7738, 117.4138, 119.8541, 115.4123, 53.9073, 80.4487, 208.6145, 112.641, 60.8276, 60.959, 165.5597, 94.1116, 145.839, 196.4205, 206.1844, 136.4001, 113.653, 63.3877, 74.0608, 52.6308, 138.2932, 82.4197, 94.1541, 107.5174, 138.3618, 54.7083, 66.3702, 189.4466, 156.7323, 77.1038, 122.262, 167.2872, 84.3149, 42.9418, 28.1603, 129.3406, 35.8469, 112.1472, 25.0799, 73.1095, 37.8021, 27.074, 88.955, 80.2122, 79.555, 109.0413, 130.1153, 129.4681, 96.4624, 113.8464, 46.0435, 106.0424, 61.6117, 56.3205, 132.9662, 80.2122, 82.801, 46.0109, 197.0102, 105.0952, 50.448, 13.4536, 104.8475, 75.8947, 69.1809, 62.2896, 147.9595, 235.7223, 109.444, 49.0102, 115.0, 89.8888, 148.1249, 163.8933, 134.1231, 133.544, 61.2944, 124.92, 157.8924, 39.5601, 89.0, 69.0, 163.3707, 169.7793, 136.6236, 117.5457, 65.2993, 83.2947, 200.3023, 116.8674, 53.8516, 41.6173, 76.3806, 34.6554, 80.9197, 68.1542, 36.6879, 112.5389, 35.6931, 87.6812, 66.0076, 37.1214, 32.5576, 33.1059, 93.1719, 120.7021
114, 342.4763, 398.1771, 318.8887, 292.0719, 227.0022, 189.0952, 206.1553, 173.954, 169.8499, 175.0257, 206.7003, 141.0886, 177.8145, 116.4689, 26.1725, 134.1827, 148.7616, 198.7285, 88.295, 163.6246, 183.3248, 91.8096, 148.0, 198.8819, 36.6742, 150.0833, 145.279, 61.3922, 163.8566, 218.3323, 64.8845, 78.1601, 101.9215, 153.5513, 66.888, 85.4751, 86.3308, 122.654, 111.0045, 100.6578, 78.2304, 163.0491, 76.8505, 35.1283, 184.7837, 138.2245, 146.4923, 43.8634, 165.4207, 160.5273, 155.9263, 119.8833, 110.3087, 155.2192, 128.082, 117.3882, 146.6867, 178.0028, 108.1157, 185.0838, 105.385, 112.681, 68.884, 172.2353, 102.9417, 170.5579, 124.7237, 109.9864, 44.6542, 86.4523, 182.044, 52.9528, 131.2288, 119.8541, 112.361, 73.1642, 102.7035, 203.4355, 158.4929, 122.9715, 98.0051, 131.244, 94.4299, 55.3624, 101.415, 142.9021, 41.1947, 106.4002, 120.0, 84.3445, 70.214, 110.6797, 85.5862, 91.9239, 77.801, 55.4437, 79.0759, 96.7471, 106.7333, 16.1245, 87.6641, 112.4455, 66.4003, 157.3849, 151.8552, 187.0722, 48.8467, 87.4643, 54.1295, 56.0, 115.2779, 50.6063, 46.0, 28.0179, 16.6433, 133.3642, 92.8493, 86.0233, 118.2074, 133.0902, 81.2158, 125.4472, 37.3363, 49.2443, 107.8239, 42.7551, 140.0, 104.1729, 41.2311, 145.6709, 128.0352, 139.4633, 66.6108, 86.6487, 74.0945, 116.3787, 81.3449, 89.2749, 102.8397, 147.9595, 56.8243, 151.7135, 112.4322, 109.6586, 130.7708, 145.6194, 54.1202, 108.0046, 116.8461, 79.2465, 140.1606, 139.4633, 157.035, 120.6731, 109.165, 78.2943, 123.5557, 72.4431, 47.3814, 77.4919, 130.9695, 156.2594, 91.3947, 72.0902, 66.888, 119.2518, 83.8153, 104.6948, 112.641, 95.0211, 55.7853, 50.2494, 13.6015, 90.2109, 51.0, 74.0608, 30.6105, 113.2784, 144.0868, 70.0286
115, 412.4294, 325.7438, 285.7971, 357.259, 295.7786, 180.8867, 219.9682, 164.0152, 177.0875, 209.497, 83.8153, 78.1025, 108.9036, 135.2072, 138.9568, 101.2126, 147.411, 123.4342, 133.5552, 101.4347, 133.9589, 124.7798, 72.5603, 139.2695, 123.4828, 87.4586, 131.244, 152.6434, 95.5249, 186.1317, 113.0, 175.5705, 123.1463, 150.0833, 45.1774, 173.0029, 175.8238, 124.1974, 170.0029, 118.4736, 134.3317, 189.0212, 164.5023, 112.6144, 78.8162, 218.6893, 83.4386, 68.3593, 112.361, 172.8005, 153.0555, 157.8765, 82.0244, 74.3303, 127.0984, 148.6472, 158.7104, 116.7776, 67.2309, 134.8481, 117.3456, 87.4586, 44.0454, 154.8063, 58.7963, 116.7647, 65.1153, 119.2015, 177.8904, 209.8976, 147.5669, 86.7295, 103.3102, 29.6142, 134.8258, 133.1503, 59.0762, 174.9286, 172.4674, 78.0064, 80.8022, 131.2174, 63.5295, 100.4042, 68.6804, 115.447, 150.3363, 105.019, 110.8558, 201.4795, 173.8189, 59.0, 82.3893, 79.8123, 80.8084, 85.7088, 120.9339, 136.927, 51.8652, 2.2361, 81.0062, 35.805, 73.3757, 29.6816, 38.8973, 89.5545, 91.022, 9.434, 24.0, 83.0241, 36.4966, 52.4976, 191.0654, 79.404, 13.0, 24.2074, 111.7318, 73.5459, 81.9878, 60.0083, 108.683, 52.7731, 152.2005, 102.4207, 167.6305, 58.3095, 72.2011, 99.0051, 109.2016, 80.4487, 113.0398, 66.888, 8.2462, 76.5768, 54.4059, 74.0945, 109.0, 40.7063, 34.8855, 113.4548, 127.5774, 137.884, 22.4722, 75.9276, 114.8564, 100.2846, 95.7079, 63.9062, 156.7801, 104.0433, 125.7179, 134.2721, 151.3803, 133.094, 72.1249, 69.2315, 47.8017, 117.1751, 76.4853, 118.1524, 128.8255, 98.4886, 124.6154, 49.2443, 8.9443, 34.176, 65.7343, 97.6371, 121.0372, 68.0661, 76.5572, 83.0, 29.4109, 38.3275, 63.3877, 51.6624, 88.955, 24.3516, 81.7863, 39.1152
116, 442.4116, 421.5175, 298.4125, 255.2195, 255.6423, 223.732, 143.6001, 126.4002, 75.0, 186.703, 91.0055, 119.0, 171.406, 94.3663, 75.326, 106.8316, 45.0111, 110.3449, 113.1371, 86.2844, 94.0479, 138.1919, 74.0068, 203.1994, 188.2976, 107.5639, 103.9471, 200.5642, 100.4988, 106.066, 144.5061, 160.9006, 134.7182, 63.2456, 195.5096, 111.072, 125.2557, 136.8247, 165.1303, 146.7515, 178.6001, 170.4142, 95.2943, 62.0967, 13.6015, 135.4474, 56.6392, 118.8486, 118.1524, 149.1643, 141.6933, 64.1405, 86.267, 212.4618, 220.0954, 133.544, 135.3514, 94.2019, 192.6655, 114.9783, 136.0, 116.7262, 87.4643, 181.7608, 64.622, 117.6435, 87.8009, 107.3359, 89.8053, 145.0862, 75.4321, 147.0544, 86.4002, 159.54, 145.031, 155.7947, 118.0678, 138.1774, 72.0902, 74.2024, 156.9235, 28.1603, 85.3288, 178.6757, 34.9285, 126.8464, 76.6094, 67.5426, 115.1086, 61.4003, 136.8539, 113.1592, 107.0561, 87.4643, 101.0198, 23.4094, 67.0522, 108.7842, 87.3212, 137.2953, 21.3776, 67.0298, 111.8034, 96.4624, 36.8782, 87.4643, 128.0, 25.0799, 47.5079, 92.2009, 34.4819, 53.7122, 48.6004, 13.3417, 37.1618, 172.4471, 70.4557, 55.0727, 94.0213, 98.0051, 67.1863, 7.2111, 112.8051, 17.088, 92.9624, 18.7883, 147.6482, 51.1566, 129.5569, 45.6946, 106.066, 114.4945, 132.0341, 72.1734, 72.0625, 153.5252, 81.939, 47.1699, 90.956, 160.2529, 33.2415, 67.1193, 76.1577, 155.5024, 97.2008, 151.1985, 40.4969, 164.1493, 119.2393, 69.5701, 75.1798, 58.0086, 112.6144, 58.8982, 17.8885, 122.0, 47.927, 99.5389, 129.0, 96.8401, 84.0952, 87.2009, 120.6027, 95.1893, 67.082, 72.6911, 120.8305, 50.5964, 73.736, 78.9177, 65.4599, 50.2494, 92.6984, 134.8258, 158.1455, 116.297, 29.0, 97.4936, 15.0, 130.1883
117, 502.5893, 400.0312, 310.3047, 186.703, 183.1993, 203.4232, 230.2021, 184.0, 143.5897, 164.0, 238.8347, 135.2072, 202.094, 158.8238, 138.928, 169.5789, 120.7684, 66.4831, 76.2758, 180.6488, 102.2008, 110.3857, 175.764, 183.9837, 110.6752, 201.8019, 191.1492, 91.1811, 150.8675, 57.2451, 118.0678, 251.4478, 237.1181, 75.0, 179.201, 183.273, 215.0279, 102.4597, 171.8982, 114.0044, 185.9704, 72.7186, 157.2895, 142.8881, 117.3243, 102.0049, 157.867, 72.2011, 201.4001, 146.219, 160.6487, 116.7262, 159.2011, 184.3177, 93.9628, 161.0497, 138.7732, 83.9345, 59.203, 167.6007, 106.2121, 138.0036, 112.8051, 149.0939, 133.9888, 146.5776, 85.6154, 37.1214, 46.3249, 154.8451, 71.218, 151.344, 171.0585, 143.1782, 129.3406, 135.665, 67.7791, 84.119, 105.3945, 170.3085, 129.4025, 30.0, 78.032, 151.0298, 69.3181, 85.9884, 129.7575, 137.7679, 19.2094, 138.1304, 98.7623, 79.4292, 124.5311, 100.8067, 134.9518, 99.7246, 170.4259, 175.0457, 136.6199, 92.6984, 84.5281, 116.211, 70.7107, 94.414, 50.1597, 53.2353, 60.7454, 76.6942, 88.1419, 106.6255, 32.0, 58.0775, 39.0512, 68.6586, 67.1863, 7.2111, 21.0238, 5.0, 38.4187, 70.342, 64.195, 175.7555, 107.1681, 123.0813, 57.0088, 25.7099, 118.5116, 84.1724, 61.2209, 90.6973, 208.6768, 105.7592, 81.0, 76.2168, 168.2974, 53.3385, 99.6393, 112.0045, 162.4592, 169.1892, 91.2634, 124.5793, 81.8841, 174.0115, 143.934, 123.7093, 213.6001, 104.1201, 104.7855, 89.627, 211.5703, 61.7171, 47.8853, 31.4006, 151.819, 83.5464, 142.6639, 50.8035, 188.4489, 124.5231, 78.4474, 92.0978, 40.7063, 95.1893, 64.5368, 99.8248, 80.6598, 91.2853, 107.8378, 35.3836, 16.1555, 89.0056, 85.1469, 47.5184, 92.9139, 31.4006, 93.0215, 62.6817, 76.8505, 81.2219
118, 482.1494, 336.8561, 342.895, 319.0016, 215.244, 146.4787, 181.9588, 167.2991, 175.2084, 225.7189, 166.8323, 156.5248, 144.0868, 156.4001, 158.474, 133.3604, 168.7157, 132.9097, 164.3472, 131.3088, 161.3846, 100.4988, 165.3149, 129.6919, 125.1, 118.5622, 108.5035, 149.9066, 233.2059, 103.2473, 135.7719, 143.1782, 182.1483, 99.2975, 152.8954, 117.0854, 91.4112, 139.4417, 180.4217, 104.2785, 141.7921, 167.6723, 112.058, 103.5761, 144.1007, 99.7447, 52.8015, 63.0714, 223.7722, 50.2096, 110.5351, 134.8332, 113.031, 41.2311, 126.7517, 122.0369, 132.246, 136.4734, 86.267, 74.4312, 102.2595, 127.0945, 143.2201, 145.0, 132.5179, 111.7587, 215.1279, 111.3194, 105.9292, 230.8874, 43.0116, 66.0984, 79.555, 115.849, 61.0082, 114.9478, 63.1269, 184.4587, 122.0901, 111.0, 199.4843, 79.6492, 145.6468, 111.234, 39.0, 96.1873, 49.0918, 92.228, 99.0, 114.4246, 39.2046, 109.2016, 48.0104, 87.9659, 92.5419, 141.0142, 50.1199, 82.6801, 131.0343, 91.444, 57.6281, 64.6607, 109.11, 35.2278, 137.3608, 106.7755, 25.4951, 67.1789, 105.5462, 56.8243, 123.0447, 48.3322, 24.0832, 109.6586, 19.7231, 142.9405, 86.6487, 114.5862, 32.0156, 122.0369, 92.1954, 106.4707, 13.8924, 69.6419, 124.0403, 78.2943, 88.2043, 203.1797, 25.807, 134.3317, 121.0372, 104.4797, 64.2573, 69.029, 136.0147, 157.8132, 182.1016, 71.8471, 127.4755, 103.0776, 135.0, 52.3259, 91.0494, 112.0402, 138.5135, 132.8006, 187.1096, 154.7773, 135.2479, 94.2603, 155.6181, 88.8144, 149.2716, 110.3902, 37.6431, 86.954, 138.2317, 75.9276, 123.3572, 92.8493, 48.3735, 83.5225, 82.0366, 83.678, 48.0833, 179.36, 98.0459, 77.6466, 55.2268, 8.4853, 69.1158, 92.6175, 65.0, 34.0147, 37.2156, 162.373, 100.02, 22.0, 24.1868, 67.2309
119, 391.9962, 365.9522, 305.236, 233.4309, 304.8688, 125.8968, 21.9545, 179.4018, 283.6565, 79.9312, 147.8513, 108.5772, 251.73, 175.1371, 187.2565, 70.214, 49.4773, 143.0874, 73.437, 129.4681, 214.1145, 137.3645, 99.7246, 172.4094, 164.7301, 150.8509, 102.0784, 128.7866, 149.0839, 117.4138, 132.0606, 170.6576, 118.6086, 65.4905, 105.4751, 93.4077, 134.4954, 114.2804, 208.1274, 206.1674, 114.4378, 145.5232, 88.2553, 85.7555, 204.1666, 135.3699, 93.3809, 125.8014, 127.8828, 94.6414, 142.3517, 150.2065, 90.802, 201.9431, 118.2582, 173.5195, 145.1137, 143.1712, 87.0976, 135.1481, 118.2074, 71.5681, 69.5701, 133.3304, 177.5387, 154.6932, 132.5745, 103.3925, 40.4599, 153.0751, 110.1136, 115.1173, 177.8004, 61.7414, 78.1025, 113.6002, 119.4069, 183.8396, 90.3549, 116.0172, 126.9055, 89.2693, 75.2861, 69.029, 177.5641, 98.6154, 82.807, 120.5404, 170.7513, 81.3204, 106.5082, 86.0, 139.1761, 137.5936, 93.0054, 116.3873, 68.0074, 117.4138, 75.8024, 67.7791, 76.1052, 76.0263, 138.8524, 136.9562, 53.1507, 81.1234, 116.9273, 132.246, 28.1603, 60.8276, 48.3735, 19.8494, 39.5601, 52.0096, 43.2897, 8.9443, 15.8114, 112.8007, 41.0, 73.6614, 142.0035, 18.9737, 44.5533, 124.6796, 100.005, 166.4332, 11.4018, 87.1149, 10.6301, 123.4058, 75.5381, 31.0644, 132.6989, 66.4831, 154.2595, 14.3178, 120.0708, 86.7698, 197.2029, 90.3549, 117.0, 100.6628, 27.0185, 109.7862, 132.7742, 127.0157, 100.896, 89.56, 84.3801, 61.8466, 45.0111, 124.0202, 92.6607, 84.534, 53.3104, 108.5035, 29.2746, 120.0708, 71.5891, 40.7185, 124.2337, 173.5886, 122.1024, 31.0, 80.4114, 44.0454, 123.0691, 14.3178, 83.863, 29.1204, 54.5894, 29.0172, 84.4038, 29.4279, 55.6058, 46.0109, 16.4012, 48.6004, 124.0363, 114.2847
120, 440.5826, 298.6051, 278.7293, 329.4738, 195.041, 183.6328, 67.0075, 78.4474, 199.4893, 131.4002, 171.0117, 36.6197, 90.5539, 228.3243, 102.6937, 91.5478, 152.6106, 119.0378, 89.2749, 60.1664, 137.5682, 142.6359, 198.9271, 143.3876, 129.769, 160.228, 83.3847, 131.928, 127.4755, 89.627, 227.9759, 115.6244, 116.1809, 72.4707, 125.6742, 93.0215, 73.6817, 120.2664, 179.3014, 48.9183, 99.6393, 175.5733, 99.0858, 131.5485, 124.92, 52.1536, 91.9348, 153.2123, 93.6803, 75.0733, 108.0787, 144.2221, 50.2494, 138.6218, 118.8024, 30.6757, 101.8332, 74.6525, 150.5722, 137.9311, 111.6065, 77.201, 90.9175, 93.3006, 164.0762, 133.8432, 120.4159, 193.0026, 72.6911, 153.8831, 52.4786, 62.0081, 96.7678, 145.0, 116.3486, 70.6045, 124.6194, 116.1077, 135.9596, 118.4441, 166.4242, 185.054, 89.9444, 67.7791, 82.8553, 40.8167, 152.3286, 113.6486, 62.6418, 120.2206, 158.6852, 93.9415, 126.1507, 142.0, 93.2363, 146.3284, 30.8869, 98.0459, 112.8716, 17.4929, 104.3887, 29.2746, 69.6419, 107.7822, 41.0, 68.1836, 77.4145, 42.8019, 117.3882, 25.4951, 59.6154, 18.4391, 47.8539, 78.2432, 45.5412, 17.6918, 119.0798, 56.8507, 56.5862, 68.2495, 129.062, 32.5269, 99.905, 95.0, 91.351, 96.8969, 43.9659, 136.4001, 106.0424, 55.3173, 98.1835, 131.3202, 67.2681, 142.8041, 123.1463, 55.3173, 105.6835, 57.9828, 97.1648, 148.5698, 137.0036, 130.0, 36.0555, 140.0893, 176.0028, 152.2005, 222.6859, 82.0549, 52.469, 61.1882, 109.7679, 110.7881, 75.7166, 175.3539, 73.0068, 127.5813, 68.4251, 57.5847, 90.471, 41.2311, 90.2109, 50.2892, 29.1548, 103.2473, 122.9187, 102.1078, 98.5951, 81.3449, 60.0083, 93.5361, 36.0694, 69.0507, 48.0104, 41.1096, 97.2471, 21.0238, 35.6931, 39.6611, 104.3072, 70.0
121, 432.6222, 319.0815, 300.0483, 266.9476, 224.0826, 196.7028, 167.8869, 132.1893, 130.0846, 156.285, 172.6789, 69.029, 188.0638, 128.0039, 212.6076, 94.4034, 201.0224, 224.1093, 150.6586, 189.0106, 172.8381, 124.8079, 132.5443, 92.8924, 151.7432, 235.9364, 143.6001, 229.3142, 90.2497, 131.5219, 157.28, 103.3538, 48.1664, 131.5181, 167.0928, 142.6219, 147.8716, 96.1769, 171.406, 221.9392, 106.527, 141.3542, 180.2054, 104.3887, 166.2348, 125.4831, 43.0465, 167.0748, 140.8013, 65.7647, 88.8144, 246.9028, 73.0548, 115.6244, 219.2282, 132.7742, 124.4829, 137.7135, 118.2709, 156.3106, 76.5506, 149.0134, 224.8644, 227.0198, 127.4402, 180.1139, 224.8488, 55.2178, 174.4162, 59.0339, 66.0303, 94.2603, 146.1643, 112.6144, 74.6257, 184.1141, 89.8109, 91.0824, 49.6488, 141.0142, 147.5127, 116.0388, 141.4284, 116.5204, 119.2057, 88.459, 116.7262, 47.4342, 33.5261, 89.3588, 183.8478, 112.2185, 90.2497, 90.2441, 102.7862, 137.2771, 131.7953, 76.5376, 86.0233, 159.8124, 130.3112, 77.201, 187.0027, 59.203, 31.4006, 87.9659, 66.6108, 42.45, 112.6455, 49.6488, 10.0, 84.22, 99.8248, 79.1202, 36.4005, 89.4427, 62.6498, 52.9528, 75.9276, 63.1585, 76.844, 14.7648, 44.2832, 13.1529, 112.8716, 53.2635, 77.2528, 107.4477, 65.6049, 126.2696, 58.8982, 61.0737, 135.2479, 85.3815, 60.4152, 71.0211, 42.0476, 46.5188, 50.0, 123.3086, 181.9148, 78.5175, 55.1543, 78.7718, 109.6038, 88.1192, 113.0, 24.6982, 152.2793, 88.0511, 150.8509, 157.035, 60.1332, 186.7967, 64.4981, 188.2153, 58.2495, 77.0065, 116.7262, 92.4175, 120.5985, 79.9812, 122.3193, 207.6391, 112.45, 94.1754, 97.3499, 77.1622, 43.382, 86.3539, 151.2217, 82.0244, 62.9682, 18.1108, 53.1601, 20.6155, 70.9366, 155.0484, 120.7477, 20.2237
122, 446.652, 312.618, 279.9571, 290.8488, 198.8794, 184.2281, 152.7416, 111.8928, 138.0036, 49.2443, 114.2016, 189.2142, 119.0042, 178.1937, 229.4559, 168.0744, 76.1577, 116.1034, 140.0143, 132.9097, 106.6068, 137.884, 114.1622, 125.7179, 117.0171, 129.6919, 162.2498, 104.0769, 91.7878, 162.2899, 150.0133, 148.2464, 172.0465, 142.0141, 34.9857, 113.6002, 95.901, 86.3134, 78.6448, 86.1626, 110.4536, 146.2498, 106.066, 171.4789, 164.2468, 142.0211, 65.7875, 121.3342, 142.299, 122.0041, 22.8254, 96.8762, 67.3573, 140.0571, 49.7393, 59.1692, 90.5539, 130.6025, 98.0306, 122.262, 169.0, 123.3086, 131.461, 49.0918, 185.0676, 33.9706, 75.7166, 231.2055, 172.0378, 143.6837, 72.1388, 114.0395, 142.3517, 36.7967, 128.1562, 189.0423, 96.4002, 12.2066, 84.0238, 104.69, 77.1038, 137.884, 101.5529, 132.382, 171.7236, 112.7918, 71.007, 128.082, 30.5287, 169.3871, 57.7062, 110.0, 73.9256, 124.5953, 125.8014, 74.4648, 62.3939, 93.0054, 33.6006, 47.8853, 69.5845, 34.5254, 58.1808, 49.0918, 15.2643, 55.2268, 98.1835, 38.2753, 73.3553, 73.9256, 87.6641, 6.4031, 45.0, 69.2026, 46.0109, 11.4018, 55.0364, 121.6717, 34.176, 84.5931, 50.2195, 69.4622, 27.074, 107.8703, 91.7878, 131.3811, 36.2491, 162.0525, 76.3217, 26.9258, 121.0165, 79.511, 80.8084, 111.6065, 56.4358, 97.8366, 71.3863, 149.4021, 94.921, 148.3846, 96.3328, 93.1933, 45.3431, 75.6439, 52.4976, 87.0, 116.2841, 111.0856, 38.2884, 45.1221, 87.7268, 105.4751, 110.0182, 70.2282, 67.0671, 66.7608, 101.2423, 43.0, 15.2315, 81.4002, 49.3356, 108.5035, 103.407, 8.6023, 59.6825, 107.1868, 75.505, 64.56, 53.6004, 117.3882, 14.3178, 81.8841, 51.0882, 54.4059, 85.8662, 40.0125, 44.6878, 3.1623, 55.5788, 65.8027
123, 386.3936, 394.2436, 313.5363, 321.5665, 209.7737, 185.235, 199.8499, 167.9315, 227.306, 94.0213, 200.1924, 164.1371, 137.2953, 149.4824, 137.2953, 159.803, 106.4049, 63.1981, 95.2733, 151.0033, 96.5194, 92.2822, 129.2594, 67.9412, 117.2732, 136.5613, 170.7513, 93.6056, 141.8732, 148.6607, 181.1077, 84.9058, 32.9848, 135.4843, 132.1855, 99.3579, 158.3982, 133.3042, 106.066, 93.9202, 211.4734, 134.2386, 109.3298, 50.6952, 101.2373, 121.2023, 143.9236, 148.2768, 200.4121, 91.0494, 147.5025, 138.2317, 143.1363, 176.6182, 91.214, 91.2195, 92.0489, 78.7718, 97.3088, 229.0022, 166.9731, 86.3134, 99.0202, 120.2664, 143.1223, 100.2397, 66.2722, 77.7817, 1.0, 156.3106, 109.8954, 136.7041, 180.0944, 148.4924, 92.1954, 164.5144, 155.7691, 143.1363, 205.9126, 167.6007, 60.8276, 186.2069, 81.0494, 178.5721, 163.6246, 183.8695, 102.7035, 157.8417, 92.9624, 41.0, 28.8617, 66.6408, 57.7754, 114.0395, 56.8595, 79.712, 93.4719, 72.1803, 97.6166, 71.8471, 65.3911, 38.2884, 55.9732, 33.541, 80.0812, 80.4114, 82.0, 65.4599, 76.5376, 78.0, 9.0, 65.2534, 80.1124, 71.0634, 107.8378, 49.0408, 50.6952, 95.4411, 92.0054, 22.0227, 45.7056, 65.192, 58.2495, 146.9864, 32.249, 55.1543, 8.6023, 108.1665, 114.1271, 101.2423, 121.0826, 69.3542, 44.1022, 114.2847, 105.2236, 26.9258, 132.9097, 143.5618, 91.9674, 141.9049, 77.8332, 63.0714, 43.6578, 15.0, 55.0273, 184.201, 133.7348, 64.3506, 174.485, 140.0143, 112.9469, 70.6045, 74.4312, 98.9949, 108.3005, 112.9248, 68.6003, 97.949, 97.4936, 121.0496, 100.4191, 138.6831, 125.3994, 33.9411, 69.6419, 70.6116, 83.678, 48.7545, 51.8941, 90.2497, 52.4023, 65.146, 67.897, 44.7214, 45.793, 39.6232, 14.7648, 46.2277, 88.7525, 45.4533
